UnidadFiscalizableId,SiglaInstrumento,NombreRegion,NombreRegionProyecto
3245,RCA,Región de los Lagos,Región de los Lagos
3246,RCA,Región de los Lagos,Región de los Lagos
3247,RCA,Región de los Lagos,Región de los Lagos
3249,RCA,Región de los Lagos,Región de los Lagos
3250,RCA,Región de los Lagos,Región de los Lagos
3251,RCA,Región de los Lagos,Región de los Lagos
3252,RCA,Región de los Lagos,Región de los Lagos
3253,RCA,Región de los Lagos,Región de los Lagos
3254,RCA,Región de los Lagos,Interregional
3255,RCA,Región de los Lagos,NA
3256,RCA,Región de los Lagos,NA
3257,RCA,Región de los Lagos,NA
3258,RCA,Región de los Lagos,Región de los Lagos
3258,PC,NA,NA
3259,RCA,Región de los Lagos,Región de los Lagos
3259,RCA,Región de los Lagos,Región de los Lagos
3260,RCA,Región de los Lagos,Región de los Lagos
3260,RCA,Región de los Lagos,Región de los Lagos
3261,RCA,Región de los Lagos,Región de los Lagos
3262,RCA,Región de los Lagos,Región de los Lagos
3263,RCA,Región de los Lagos,Región de los Lagos
3264,RCA,Región de los Lagos,Región de los Lagos
3265,RCA,Región de los Lagos,Región de los Lagos
3266,RCA,Región de los Lagos,Región de los Lagos
3267,RCA,Región de los Lagos,Región de los Lagos
3267,MP,NA,NA
3267,MP,NA,NA
3268,RCA,Región de los Lagos,Región de los Lagos
3269,RCA,Región de los Lagos,Región de los Lagos
3270,RCA,Región de los Lagos,Región de los Lagos
3271,RCA,Región de los Lagos,Región de los Lagos
3272,RCA,Región de los Lagos,Región de los Lagos
3273,RCA,Región de los Lagos,Región de los Lagos
3274,RCA,Región de los Lagos,Región de los Lagos
3275,RCA,Región de los Lagos,Región de los Lagos
3276,RCA,Región de los Lagos,Región de los Lagos
3277,RCA,Región de los Lagos,Región de los Lagos
3278,RCA,Región de los Lagos,Región de los Lagos
3279,RCA,Región de los Lagos,Región de los Lagos
3280,RCA,Región de los Lagos,Región de los Lagos
3281,RCA,Región de los Lagos,Región de los Lagos
3282,RCA,Región de los Lagos,Región de los Lagos
3283,RCA,Región de los Lagos,NA
3284,RCA,Región de los Lagos,Región de los Lagos
3285,RCA,Región de los Lagos,Región de los Lagos
3286,RCA,Región de los Lagos,Región de los Lagos
3287,RCA,Región de los Lagos,Región de los Lagos
3288,RCA,Región de los Lagos,Región de los Lagos
3289,RCA,Región de los Lagos,Región de los Lagos
3290,RCA,Región de los Lagos,Región de los Lagos
3291,RCA,Región de los Lagos,Región de los Lagos
3292,RCA,Región de los Lagos,Región de los Lagos
3293,RCA,Región de los Lagos,Región de los Lagos
3294,RCA,Región de los Lagos,Región de los Lagos
3295,RCA,Interregional,Región de los Lagos
3296,RCA,Región de los Lagos,NA
3297,RCA,Región de los Lagos,NA
3298,RCA,Región de los Lagos,NA
3299,RCA,Región de los Lagos,Región de los Lagos
3300,RCA,Región de los Lagos,Región de los Lagos
3301,RCA,Región de los Lagos,Región de los Lagos
3302,RCA,Región de los Lagos,NA
3303,RCA,Región de los Lagos,Región de los Lagos
3304,RCA,Región de los Lagos,Región de los Lagos
3304,NE,NA,NA
3305,RCA,Región de los Lagos,Región de los Lagos
3306,RCA,Región de Tarapacá,Región de Tarapacá
3307,RCA,Región de los Lagos,Región de los Lagos
3308,RCA,Región de los Lagos,NA
3309,RCA,Región de los Lagos,NA
3310,RCA,Región de los Lagos,Región de los Lagos
3311,RCA,Región de los Lagos,Región de los Lagos
3311,RCA,Región de los Lagos,Región de los Lagos
3311,MP,NA,NA
3312,RCA,Región de los Lagos,Región de los Lagos
3312,RCA,Región de los Lagos,Región de los Lagos
3313,RCA,Región de los Lagos,Región de los Lagos
3314,RCA,Región de los Lagos,NA
3315,RCA,Región de Valparaíso,Región de Valparaíso
3315,RCA,Región de Valparaíso,Región de Valparaíso
3316,RCA,Región de los Lagos,Región de los Lagos
3317,RCA,Región de los Lagos,Región de los Lagos
3317,PC,NA,NA
3318,RCA,Región de los Lagos,Región de los Lagos
3319,RCA,Región de los Lagos,Región de los Lagos
3320,RCA,Región Metropolitana,NA
3321,RCA,Región Metropolitana,NA
3322,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3322,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3323,RCA,Región Metropolitana,NA
3324,RCA,Región de los Lagos,Región de los Lagos
3325,RCA,Región Metropolitana,NA
3326,RCA,Región de la Araucanía,Región de la Araucanía
3327,RCA,Región de la Araucanía,Región de la Araucanía
3328,RCA,Región de la Araucanía,Región de la Araucanía
3329,RCA,Región del Biobío,NA
3330,RCA,Región Metropolitana,NA
3332,RCA,Región del Maule,NA
3333,RCA,NA,NA
3334,RCA,Región del Maule,NA
3335,RCA,Región del Maule,Región del Maule
3336,RCA,Región del Maule,Región del Maule
3337,RCA,Región del Maule,Región del Maule
3338,RCA,Región del Biobío,NA
3339,RCA,Región del Biobío,Región del Biobío
3340,RCA,Región del Maule,NA
3341,RCA,Región del Maule,Región del Maule
3342,RCA,Región del Biobío,Región del Biobío
3343,RCA,Región del Maule,NA
3344,RCA,Región del Maule,NA
3345,RCA,NA,NA
3346,RCA,Región del Maule,NA
3347,RCA,Región del Maule,NA
3348,RCA,Región del Maule,Región del Maule
3349,RCA,Región del Maule,Región del Maule
3350,RCA,Región del Maule,Región del Maule
3351,RCA,Región del Biobío,Región del Biobío
3352,RCA,Región del Maule,Región del Maule
3353,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3354,RCA,Región del Maule,NA
3355,RCA,Región del Maule,NA
3356,RCA,Región del Maule,Región del Maule
3357,RCA,Región del Maule,Región del Maule
3358,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3359,RCA,Región del Maule,Región del Maule
3360,RCA,Región del Maule,Región del Maule
3361,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3362,RCA,Región del Maule,Región del Maule
3363,RCA,Región del Maule,NA
3364,RCA,Región del Biobío,Región del Biobío
3365,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3366,RCA,Región del Maule,Región del Maule
3367,RCA,Región del Maule,NA
3368,RCA,Región del Maule,Región del Maule
3369,RCA,Región del Maule,Región del Maule
3370,RCA,Región del Maule,Región del Maule
3371,RCA,Región del Biobío,Región del Biobío
3372,RCA,Región del Maule,Región del Maule
3373,RCA,Región del Biobío,NA
3374,RCA,Región del Biobío,NA
3375,RCA,Región del Maule,Región del Maule
3376,RCA,Región del Maule,Región del Maule
3377,RCA,Región del Biobío,Región del Biobío
3378,RCA,Región del Maule,Región del Maule
3379,RCA,Región del Maule,Región del Maule
3380,RCA,Región del Maule,Región del Maule
3381,RCA,Región del Maule,Región del Maule
3382,RCA,Región del Maule,Región del Maule
3383,RCA,Región del Biobío,Región del Biobío
3384,RCA,Región del Biobío,Región del Biobío
3385,RCA,Región del Biobío,Región del Biobío
3386,RCA,Región del Maule,Región del Maule
3387,RCA,Región del Biobío,NA
3388,RCA,Región del Biobío,NA
3389,RCA,Región del Maule,Región del Maule
3390,RCA,Región del Maule,Región del Maule
3391,RCA,Región del Biobío,Región del Biobío
3392,RCA,Región del Maule,Región del Maule
3393,RCA,Región del Maule,Región del Maule
3394,RCA,Región del Biobío,Región del Biobío
3395,RCA,Región del Biobío,NA
3396,RCA,Región del Maule,Región del Maule
3397,RCA,Región del Biobío,Región del Biobío
3398,RCA,Región del Maule,NA
3399,RCA,Región del Maule,NA
3400,RCA,Región del Maule,Región del Maule
3401,RCA,Región del Maule,Región del Maule
3402,RCA,Región del Maule,NA
3402,RCA,Región del Maule,NA
3403,RCA,Región del Biobío,Región del Biobío
3404,RCA,Región del Maule,NA
3405,RCA,Región del Biobío,Región del Biobío
3406,RCA,Región del Maule,NA
3407,RCA,Región del Maule,Región del Maule
3408,RCA,Región del Maule,Región del Maule
3409,RCA,Región Metropolitana,NA
3410,RCA,Región del Maule,Región del Maule
3411,RCA,Región del Maule,NA
3412,RCA,Región del Maule,Región del Maule
3413,RCA,Región del Biobío,Región del Biobío
3414,RCA,Región del Maule,NA
3415,RCA,Región del Maule,NA
3416,RCA,Región del Maule,Región del Maule
3417,RCA,Región del Maule,Región del Maule
3418,RCA,Región del Maule,NA
3420,RCA,Región del Maule,NA
3421,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3422,RCA,Región del Maule,NA
3423,RCA,Región del Biobío,Región del Biobío
3424,RCA,Región del Maule,Región del Maule
3425,RCA,Región del Maule,Región del Maule
3426,RCA,Región del Maule,NA
3427,RCA,Región del Maule,Región del Maule
3428,RCA,Región del Maule,NA
3429,RCA,Región del Biobío,Región del Biobío
3430,RCA,Región del Maule,NA
3431,RCA,Región del Maule,Región del Maule
3432,RCA,Región del Maule,NA
3433,RCA,Región del Maule,Región del Maule
3434,RCA,Región del Maule,Región del Maule
3435,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3435,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3436,RCA,Región del Maule,NA
3437,RCA,Región del Biobío,Región del Biobío
3438,RCA,Región del Biobío,Región del Biobío
3439,RCA,NA,NA
3440,RCA,Región del Maule,NA
3441,RCA,Región del Maule,NA
3442,RCA,Región del Maule,NA
3443,RCA,Región del Biobío,Región del Biobío
3444,RCA,Región del Maule,NA
3444,RCA,Región del Maule,NA
3445,RCA,Región del Maule,NA
3446,RCA,Región del Maule,Región del Maule
3447,RCA,Región del Maule,Región del Maule
3448,RCA,Región del Biobío,Región del Biobío
3449,RCA,Región de los Lagos,NA
3450,RCA,Región de los Lagos,Región de los Lagos
3450,NE,NA,NA
3451,RCA,Región de los Lagos,NA
3452,RCA,Región de los Lagos,NA
3453,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3453,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3453,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3453,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3453,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3453,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3453,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3454,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3454,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3454,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3454,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3455,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3455,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3456,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3457,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3458,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3459,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3460,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3461,RCA,Interregional,Interregional
3463,RCA,Región de los Lagos,NA
3464,RCA,Región de los Lagos,NA
3465,RCA,Región del Maule,Región del Maule
3466,RCA,Región del Biobío,NA
3467,RCA,Región del Biobío,Región del Biobío
3468,RCA,Región de la Araucanía,NA
3469,RCA,Región de la Araucanía,NA
3469,NE,NA,NA
3470,RCA,Región de los Lagos,Región de Los Ríos
3471,RCA,Región de Los Ríos,NA
3472,RCA,Región de Los Ríos,Región de Los Ríos
3473,RCA,Región de los Lagos,Región de los Lagos
3473,RCA,Región de los Lagos,Región de los Lagos
3473,RCA,Región de los Lagos,Región de los Lagos
3473,RCA,Región de los Lagos,Región de los Lagos
3473,NE,NA,NA
3474,RCA,Región de los Lagos,Región de los Lagos
3475,RCA,Región de los Lagos,Región de los Lagos
3476,RCA,Región de Los Ríos,Región de Los Ríos
3477,RCA,Región de Los Ríos,Región de Los Ríos
3478,RCA,Región del Maule,Región del Maule
3479,RCA,Región de los Lagos,Región de los Lagos
3479,RCA,Región de los Lagos,Región de los Lagos
3479,RCA,Región de los Lagos,NA
3480,RCA,Región de Los Ríos,NA
3481,RCA,Región de Los Ríos,NA
3482,RCA,Región de Los Ríos,Región de Los Ríos
3483,RCA,Región Metropolitana,NA
3484,RCA,Región de la Araucanía,NA
3484,RCA,Región de la Araucanía,NA
3485,RCA,Región de los Lagos,Región de Los Ríos
3486,RCA,Región de Los Ríos,Región de Los Ríos
3487,RCA,Región de Los Ríos,Región de Los Ríos
3488,RCA,Región de Los Ríos,NA
3489,RCA,Región de los Lagos,Región de Los Ríos
3490,RCA,Región de los Lagos,Región de Los Ríos
3491,RCA,Región de la Araucanía,Región de la Araucanía
3492,RCA,Región de la Araucanía,Región de la Araucanía
3493,RCA,Región del Maule,Región del Maule
3494,RCA,Región de Los Ríos,NA
3494,MP,NA,NA
3495,RCA,Región del Maule,Región del Maule
3496,RCA,Región de los Lagos,Región de Los Ríos
3497,RCA,Región Metropolitana,NA
3498,RCA,Región del Maule,Región del Maule
3499,RCA,NA,NA
3500,RCA,Región de los Lagos,Región de los Lagos
3501,RCA,Región de Los Ríos,NA
3502,RCA,Región de Los Ríos,NA
3503,RCA,Región de los Lagos,Región de los Lagos
3504,RCA,NA,NA
3505,RCA,Región de Los Ríos,NA
3506,RCA,Región de Los Ríos,NA
3507,RCA,Región de Los Ríos,NA
3508,RCA,Región de Los Ríos,NA
3509,RCA,Región de Los Ríos,NA
3510,RCA,Región de los Lagos,Región de los Lagos
3511,RCA,Región de Los Ríos,NA
3512,RCA,Región de Los Ríos,NA
3513,RCA,Región de los Lagos,Región de los Lagos
3514,RCA,Región de los Lagos,Región de los Lagos
3515,RCA,Región de los Lagos,Región de los Lagos
3516,RCA,Región de los Lagos,Región de los Lagos
3517,RCA,Región Metropolitana,NA
3519,RCA,Región del Biobío,NA
3519,RCA,Región del Biobío,NA
3520,RCA,Región del Biobío,Región del Biobío
3521,RCA,Región del Biobío,Región del Biobío
3522,RCA,Región de la Araucanía,Región de la Araucanía
3523,RCA,Región del Biobío,NA
3524,RCA,Región del Maule,Región del Maule
3524,NE,NA,NA
3525,RCA,Región de la Araucanía,Región de la Araucanía
3525,RCA,Región de la Araucanía,Región de la Araucanía
3526,RCA,Región de los Lagos,NA
3527,RCA,Región del Biobío,NA
3528,RCA,Región de los Lagos,Región de los Lagos
3528,PC,NA,NA
3529,RCA,Región de los Lagos,NA
3530,RCA,Región de los Lagos,Región de los Lagos
3531,RCA,Región de Magallanes y la Antártica Chilena,NA
3531,RCA,Región de Magallanes y la Antártica Chilena,NA
3532,RCA,Región de los Lagos,NA
3533,RCA,Región de los Lagos,NA
3534,RCA,Región de Los Ríos,NA
3535,RCA,Región de los Lagos,NA
3536,RCA,Región de los Lagos,Región de los Lagos
3537,RCA,Región de los Lagos,NA
3537,RCA,Región de los Lagos,NA
3538,RCA,Región de los Lagos,Región de los Lagos
3539,RCA,Región de los Lagos,NA
3539,RCA,Región de los Lagos,NA
3540,RCA,Región de los Lagos,Región de los Lagos
3541,RCA,Región de los Lagos,NA
3542,RCA,Región de los Lagos,Región de los Lagos
3543,RCA,Región de los Lagos,NA
3544,RCA,Región de los Lagos,Región de los Lagos
3545,RCA,Región de los Lagos,Región de los Lagos
3546,RCA,Región de los Lagos,NA
3547,RCA,Región de Antofagasta,Región de Antofagasta
3547,RCA,Región de Antofagasta,Región de Antofagasta
3547,RCA,Región de Antofagasta,Región de Antofagasta
3549,RCA,Región de los Lagos,Región de los Lagos
3549,NE,NA,NA
3550,RCA,Región de la Araucanía,Región de la Araucanía
3551,RCA,Región Metropolitana,Región Metropolitana
3551,RCA,Región Metropolitana,Región Metropolitana
3551,NE,NA,NA
3552,RCA,Región Metropolitana,Región Metropolitana
3553,RCA,Región de los Lagos,Región de los Lagos
3553,PPDA,NA,NA
3554,RCA,Región de los Lagos,NA
3555,RCA,Región Metropolitana,Región Metropolitana
3555,RCA,Región Metropolitana,Región Metropolitana
3555,RCA,Región Metropolitana,Región Metropolitana
3555,RCA,Región Metropolitana,NA
3556,RCA,Región de la Araucanía,Región de la Araucanía
3557,RCA,Región de la Araucanía,Región de la Araucanía
3558,RCA,Región Metropolitana,Región Metropolitana
3558,RCA,Región Metropolitana,Región Metropolitana
3558,RCA,Región Metropolitana,Región Metropolitana
3559,RCA,Región Metropolitana,Región Metropolitana
3560,RCA,Región Metropolitana,Región Metropolitana
3561,RCA,Región Metropolitana,Región Metropolitana
3561,NE,NA,NA
3561,PC,NA,NA
3562,RCA,Región Metropolitana,Región Metropolitana
3563,RCA,Región Metropolitana,Región Metropolitana
3564,RCA,Región Metropolitana,Región Metropolitana
3565,RCA,Región Metropolitana,Región Metropolitana
3565,PC,NA,NA
3566,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3567,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3567,NE,NA,NA
3568,RCA,Región de los Lagos,Región de los Lagos
3570,RCA,Región del Biobío,Región del Biobío
3571,RCA,Región Metropolitana,NA
3571,RCA,Región Metropolitana,NA
3572,RCA,Región de Los Ríos,Región de Los Ríos
3573,RCA,NA,NA
3574,RCA,Región de la Araucanía,NA
3575,RCA,Región de los Lagos,Región de los Lagos
